project	bugNumber	assignmentDate	ourTopRecommendedRealAssignee	ourTopRecommendedRealAssigneeRank	totalCommunityMembers	realAssigneesTillNow
julialang/julia	223	Fri Oct 21 01:30:50 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	235	Sat Oct 22 03:52:58 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	227	Sat Oct 22 03:55:57 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	205	Sat Oct 22 06:02:19 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	215	Sun Oct 23 03:47:27 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	187	Sun Oct 23 03:51:38 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	117	Mon Oct 24 04:08:10 MDT 2011	jeffbezanson	1	831	viralbshah, jeffbezanson
julialang/julia	237	Wed Oct 26 21:11:03 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	237	Wed Oct 26 21:11:30 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	238	Thu Oct 27 00:13:31 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	239	Sat Oct 29 19:17:43 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	240	Sat Oct 29 19:17:54 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	243	Sat Oct 29 22:01:09 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	244	Sat Oct 29 23:57:47 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	240	Sun Oct 30 03:10:33 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	236	Sun Oct 30 10:56:14 MDT 2011	viralbshah	2	831	viralbshah
julialang/julia	220	Sun Oct 30 10:57:34 MDT 2011	viralbshah	2	831	viralbshah
julialang/julia	247	Tue Nov 01 20:54:42 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	247	Wed Nov 02 01:46:58 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	248	Wed Nov 02 04:59:38 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	250	Wed Nov 02 05:45:48 MDT 2011	jeffbezanson	1	831	jeffbezanson
